,Channel,Original Interest Rate,Current Interest Rate,Original UPB,UPB at Issuance,Original Loan Term,Loan Age,Remaining Months to Legal Maturity,Remaining Months To Maturity,Original Loan to Value Ratio (LTV),Original Combined Loan to Value Ratio (CLTV),Number of Borrowers,Debt-To-Income (DTI),Borrower Credit Score at Origination,Co-Borrower Credit Score at Origination,First Time Home Buyer Indicator,Loan Purpose ,Property Type,Number of Units,Occupancy Status,Property State,Metropolitan Statistical Area (MSA) or Metropolitan Statistical Division Area (MSDA),Mortgage Insurance Percentage,Amortization Type,Prepayment Penalty Indicator,Interest Only Loan Indicator,Interest Only First Principal And Interest Payment Date,Months to Amortization,Loan Payment History,Modification Flag,Mortgage Insurance Cancellation Indicator,Zero Balance Code,Zero Balance Effective Date,UPB at the Time of Removal,Repurchase Date,Scheduled Principal Current,Total Principal Current,Unscheduled Principal Current,Last Paid Installment Date,Property Preservation and Repair Costs,Asset Recovery Costs,Miscellaneous Holding Expenses and Credits,Associated Taxes for Holding Property,Modification-Related Non-Interest Bearing UPB,Principal Forgiveness Amount,Original List Start Date,Original List Price,Current List Price,Borrower Credit Score At Issuance,Co-Borrower Credit Score At Issuance,Borrower Credit Score Current ,Co-Borrower Credit Score Current,Mortgage Insurance Type,Servicing Activity Indicator,Special Eligibility Program,Relocation Mortgage Indicator,Zero Balance Code Change Date,Loan Holdback Effective Date,Property Valuation Method ,High Balance Loan Indicator ,ARM Initial Fixed-Rate Period  ≤ 5 YR Indicator,ARM Product Type,Initial Fixed-Rate Period ,Interest Rate Adjustment Frequency,Next Interest Rate Adjustment Date,Next Payment Change Date,ARM Cap Structure,Initial Interest Rate Cap Up Percent,Periodic Interest Rate Cap Up Percent,Lifetime Interest Rate Cap Up Percent,Mortgage Margin,ARM Balloon Indicator,ARM Plan Number,Borrower Assistance Plan,High Loan to Value (HLTV) Refinance Option Indicator,Repurchase Make Whole Proceeds Flag,Total Deferral Amount ,Payment Deferral Modification Event Indicator,Interest Bearing UPB,market rate
12253,R,8.125,8.125,329000.0,,360,2,358,358,90,90,1,44.0,743.0,,N,P,SF,1,S,NC,16740,25.0,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX0000,N,,,,,,,216.34,,,,,,,,,,,,,,,,1.0,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
9665,C,6.625,6.625,162000.0,,360,2,358,357,80,80,1,43.0,731.0,,Y,P,SF,1,P,WI,33340,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX0000,N,,,,,,,287.51,,,,,,,,,,,,,,,,,N,F,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
8058,C,8.0,8.0,92000.0,,360,2,358,358,97,104,1,44.0,727.0,,Y,P,SF,1,P,IL,0,18.0,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX0000,N,,,,,,,62.24,,,,,,,,,,,,,,,,1.0,N,F,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
6340,R,7.125,7.125,208000.0,,360,1,359,359,95,95,1,47.0,776.0,,N,P,SF,1,P,OH,17460,30.0,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX000000,N,,,,,,,166.37,,,,,,,,,,,,,,,,1.0,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
4821,B,6.75,6.75,200000.0,,360,3,357,357,28,28,1,41.0,800.0,,N,C,CO,1,P,CA,42020,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX000000,N,,,,,,,174.14,,,,,,,,,,,,,,,,,N,7,N,,,W,N,,,,,,,,,,,,,,7,N,,,7,,6.0
18,C,8.5,8.5,273000.0,,360,2,358,358,70,78,2,43.0,761.0,801.0,N,R,SF,1,S,CO,0,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX000000,N,,,,,,,166.55,,,,,,,,,,,,,,,,,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
3560,R,6.25,6.25,485000.0,,360,1,359,359,95,95,1,49.0,761.0,,N,P,SF,1,P,TX,19100,30.0,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX000000,N,,,,,,,459.71,,,,,,,,,,,,,,,,1.0,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
3951,R,7.375,7.375,229000.0,,360,3,357,335,39,39,2,10.0,802.0,785.0,N,P,SF,1,P,VA,0,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX000000,N,,,,,,,699.88,,,,,,,,,,,,,,,,,N,7,N,,,W,N,,,,,,,,,,,,,,7,N,,,7,,6.0
49,R,7.375,7.375,192000.0,,360,2,358,358,80,80,1,36.0,726.0,,Y,P,CO,1,P,PA,37980,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX000000,N,,,,,,,147.0,,,,,,,,,,,,,,,,,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
17318,R,6.625,6.625,662000.0,,360,-1,361,360,90,90,2,39.0,813.0,796.0,Y,P,SF,1,P,NY,35620,25.0,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX00,N,,,,,,,,,,,,,,,,,,,,,,,1.0,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
3104,R,7.625,7.625,300000.0,,360,3,357,357,80,80,2,27.0,738.0,748.0,Y,P,SF,1,P,WI,33340,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX000000,N,,,,,,,219.9,,,,,,,,,,,,,,,,,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
887,R,7.125,7.125,300000.0,,360,1,359,359,45,45,1,43.0,823.0,,N,P,CO,1,P,OH,18140,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX000000,N,,,,,,,239.91,,,,,,,,,,,,,,,,,N,7,N,,,W,N,,,,,,,,,,,,,,7,N,,,7,,6.0
6261,C,5.99,5.99,245000.0,,360,2,358,357,95,95,2,40.0,796.0,807.0,N,P,PU,1,P,TX,13140,30.0,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX000000,N,,,,,,,492.93,,,,,,,,,,,,,,,,1.0,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
7236,R,6.875,6.875,170000.0,,360,0,360,360,97,97,1,36.0,770.0,,Y,P,SF,1,P,IN,26900,35.0,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX0000,N,,,,,,,0.0,,,,,,,,,,,,,,,,1.0,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
6989,C,6.124,6.124,600000.0,,360,1,359,6,43,43,2,34.0,794.0,798.0,N,P,SF,1,P,CA,31080,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX0000,N,,,,,,,581999.28,,,,,,,,,,,,,,,,,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
6043,C,6.25,6.25,214000.0,,360,3,357,357,50,50,2,28.0,780.0,779.0,N,P,PU,1,P,MD,41540,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX000000,N,,,,,,,204.7,,,,,,,,,,,,,,,,,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
10808,R,7.125,7.125,504000.0,,360,1,359,353,80,80,1,37.0,785.0,,Y,P,SF,3,P,IL,16980,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX0000,N,,,,,,,2929.64,,,,,,,,,,,,,,,,,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
8708,R,6.875,6.875,336000.0,,360,1,359,359,80,80,1,35.0,762.0,,Y,P,SF,1,P,MI,19820,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX0000,N,,,,,,,0.0,,,,,,,,,,,,,,,,,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
3168,R,6.625,6.625,615000.0,,360,2,358,358,88,88,1,39.0,743.0,,Y,P,CO,1,P,WA,42660,25.0,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX000000,N,,,,,,,545.59,,,,,,,,,,,,,,,,1.0,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
2949,R,7.125,7.125,147000.0,,360,2,358,358,49,49,1,42.0,640.0,,Y,P,SF,1,P,GA,12060,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX000000,N,,,,,,,138.26,,,,,,,,,,,,,,,,,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
1424,R,7.575,7.575,350000.0,,360,2,358,357,67,67,2,49.0,779.0,766.0,N,C,SF,1,P,MA,14460,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX000000,N,,,,,,,727.55,,,,,,,,,,,,,,,,,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
139,R,8.125,8.125,223000.0,,360,2,358,358,75,75,2,20.0,798.0,753.0,N,C,SF,1,I,KS,28140,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX000000,N,,,,,,,164.37,,,,,,,,,,,,,,,,,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
10116,R,8.125,8.125,222000.0,,360,1,359,359,80,80,1,46.0,758.0,,N,P,SF,1,P,VI,0,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX0000,N,,,,,,,144.95,,,,,,,,,,,,,,,,,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
10570,R,6.875,6.875,169000.0,,241,0,241,241,60,60,2,32.0,683.0,700.0,N,C,SF,1,P,CT,0,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX0000,N,,,,,,,0.0,,,,,,,,,,,,,,,,,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
3197,R,6.625,6.625,532000.0,,360,2,358,358,75,75,2,43.0,790.0,804.0,N,P,PU,1,P,TX,26420,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX000000,N,,,,,,,472.36,,,,,,,,,,,,,,,,,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
5131,C,6.99,6.99,350000.0,,360,2,358,327,68,68,1,31.0,796.0,,N,P,SF,1,P,KY,0,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX000000,N,,,,,,,10321.76,,,,,,,,,,,,,,,,,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
112,R,7.375,7.375,431000.0,,360,2,358,358,90,90,2,24.0,783.0,780.0,Y,P,SF,1,P,CT,14860,25.0,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX000000,N,,,,,,,329.94,,,,,,,,,,,,,,,,1.0,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
8160,R,7.475,7.475,680000.0,,360,2,358,358,80,80,2,15.0,796.0,807.0,Y,P,SF,1,P,CA,41860,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX0000,N,,,,,,,510.35,,,,,,,,,,,,,,,,,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
17487,C,6.0,6.0,150000.0,,180,-1,181,180,41,41,2,39.0,784.0,807.0,N,P,SF,1,P,FL,36740,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX00,N,,,,,,,,,,,,,,,,,,,,,,,,N,7,N,,,W,N,,,,,,,,,,,,,,7,N,,,7,,6.0
4559,R,6.75,6.75,529000.0,,360,2,358,358,97,97,1,50.0,780.0,,Y,P,PU,1,P,CO,19740,35.0,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX000000,N,,,,,,,583.38,,,,,,,,,,,,,,,,1.0,N,7,Y,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
4595,R,5.875,5.875,305000.0,,180,2,178,138,40,40,1,24.0,797.0,,Y,P,PU,1,P,NC,39580,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX000000,N,,,,,,,0.0,,,,,,,,,,,,,,,,,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
16493,R,6.625,6.625,320000.0,,360,0,360,360,80,80,1,37.0,806.0,,N,P,PU,1,P,TX,26420,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX00,N,,,,,,,,,,,,,,,,,,,,,,,,N,7,Y,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
11442,C,6.875,6.875,240000.0,,360,1,359,359,93,99,2,35.0,799.0,751.0,Y,P,SF,1,P,NC,24780,30.0,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX0000,N,,,,,,,201.63,,,,,,,,,,,,,,,,1.0,N,F,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
4690,B,7.375,7.375,215000.0,,360,2,358,357,80,80,1,38.0,726.0,,Y,P,SF,1,P,MD,12580,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX000000,N,,,,,,,165.77,,,,,,,,,,,,,,,,,N,H,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
11254,R,7.625,7.625,338000.0,,180,0,180,180,75,75,1,34.0,763.0,,N,C,CO,1,I,OH,18140,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX0000,N,,,,,,,0.0,,,,,,,,,,,,,,,,,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
7951,R,6.25,6.25,119000.0,,360,0,360,359,71,71,1,27.0,810.0,,N,P,SF,1,P,OH,0,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX0000,N,,,,,,,112.91,,,,,,,,,,,,,,,,,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
16755,C,6.0,6.0,80000.0,,360,1,359,358,26,26,1,11.0,752.0,,N,C,PU,1,P,MO,44180,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX00,N,,,,,,,,,,,,,,,,,,,,,,,,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
12738,R,6.5,6.5,190000.0,,360,-1,361,360,95,95,1,48.0,719.0,,Y,P,SF,1,P,WI,43100,25.0,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX00,N,,,,,,,,,,,,,,,,,,,,,,,1.0,N,H,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
16047,C,6.124,6.124,370000.0,,360,0,360,360,68,68,2,35.0,806.0,771.0,N,P,SF,1,P,TX,26420,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX00,N,,,,,,,,,,,,,,,,,,,,,,,,N,7,N,,,W,N,,,,,,,,,,,,,,7,N,,,7,,6.0
3277,R,5.75,5.75,420000.0,,360,2,358,358,80,80,1,22.0,804.0,,Y,P,PU,1,P,NV,29820,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX000000,N,,,,,,,440.61,,,,,,,,,,,,,,,,,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
10758,C,7.125,7.125,275000.0,,360,2,358,358,92,92,2,25.0,773.0,703.0,Y,P,SF,1,P,PA,0,30.0,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX0000,N,,,,,,,221.22,,,,,,,,,,,,,,,,1.0,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
18663,R,7.125,7.125,510000.0,,360,-1,361,360,85,85,2,42.0,750.0,741.0,N,P,SF,1,P,UT,41620,12.0,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX00,N,,,,,,,,,,,,,,,,,,,,,,,1.0,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
4068,R,6.625,6.625,518000.0,,360,2,358,357,90,90,2,42.0,801.0,805.0,Y,P,SF,1,P,CA,32900,25.0,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX000000,N,,,,,,,462.39,,,,,,,,,,,,,,,,1.0,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
4408,R,6.5,6.5,125000.0,,360,1,359,260,80,80,1,38.0,780.0,,N,P,SF,1,P,WI,0,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX000000,N,,,,,,,15112.82,,,,,,,,,,,,,,,,,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
15237,C,6.625,6.625,455000.0,,360,0,360,359,70,70,2,40.0,663.0,767.0,N,P,PU,1,I,FL,33100,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX00,N,,,,,,,,,,,,,,,,,,,,,,,,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
17392,B,7.125,7.125,504000.0,,360,0,360,360,80,80,1,34.0,790.0,,N,C,PU,1,P,FL,38940,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX00,N,,,,,,,,,,,,,,,,,,,,,,,,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
9729,C,7.125,7.125,74000.0,,360,1,359,359,75,75,1,50.0,777.0,,N,P,SF,1,I,MO,41180,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX0000,N,,,,,,,58.77,,,,,,,,,,,,,,,,,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
11414,R,7.125,7.125,355000.0,,360,2,358,358,65,65,2,27.0,752.0,732.0,N,R,SF,1,P,PA,38300,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX0000,N,,,,,,,360.58,,,,,,,,,,,,,,,,,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
10667,C,6.49,6.49,285000.0,,360,1,359,359,85,85,1,40.0,777.0,,Y,P,SF,1,P,FL,37340,12.0,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX0000,N,,,,,,,257.92,,,,,,,,,,,,,,,,1.0,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
451,C,8.125,8.125,320000.0,,360,3,357,356,97,99,1,44.0,766.0,,Y,P,SF,1,P,IL,16980,18.0,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX000000,N,,,,,,,425.9,,,,,,,,,,,,,,,,1.0,N,F,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
7262,R,6.625,6.625,70000.0,,360,1,359,359,29,29,1,39.0,737.0,,N,C,SF,1,P,MA,44140,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX0000,N,,,,,,,61.76,,,,,,,,,,,,,,,,,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
3731,R,6.625,6.625,189000.0,,360,1,359,359,80,80,1,17.0,816.0,,Y,P,SF,1,P,AR,30780,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX000000,N,,,,,,,166.93,,,,,,,,,,,,,,,,,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
7256,R,7.625,7.625,200000.0,,360,1,359,358,80,80,1,42.0,796.0,,N,P,MH,1,P,CA,0,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX0000,N,,,,,,,145.61,,,,,,,,,,,,,,,,,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
17741,R,7.125,7.125,400000.0,,360,0,360,359,85,85,2,40.0,781.0,728.0,Y,P,CO,1,P,CA,40140,12.0,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX00,N,,,,,,,,,,,,,,,,,,,,,,,1.0,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
4986,R,8.125,8.125,575000.0,,360,2,358,358,75,75,1,40.0,761.0,,N,P,SF,1,I,NY,35620,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX000000,N,,,,,,,424.98,,,,,,,,,,,,,,,,,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
3663,C,7.625,7.625,251000.0,,360,2,358,358,75,75,1,41.0,787.0,,N,P,SF,1,I,FL,36740,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX000000,N,,,,,,,0.0,,,,,,,,,,,,,,,,,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
2763,C,6.99,6.99,350000.0,,360,2,358,358,64,64,3,50.0,805.0,787.0,N,P,SF,1,P,PA,25420,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX000000,N,,,,,,,289.13,,,,,,,,,,,,,,,,,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
8850,C,6.875,6.875,121000.0,,360,1,359,355,97,102,1,47.0,686.0,,Y,P,SF,1,P,NE,36540,18.0,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX0000,N,,,,,,,604.73,,,,,,,,,,,,,,,,1.0,N,F,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
13794,C,6.775,6.775,138000.0,,360,0,360,360,70,70,1,36.0,732.0,,N,C,SF,1,P,MN,0,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX00,N,,,,,,,,,,,,,,,,,,,,,,,,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
15823,R,6.5,6.5,207000.0,,360,0,360,359,46,46,1,33.0,738.0,,N,P,PU,1,P,FL,35840,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX00,N,,,,,,,,,,,,,,,,,,,,,,,,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
1855,R,6.875,6.875,490000.0,,360,2,358,358,67,67,1,32.0,817.0,,Y,P,CO,1,P,WA,42660,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX000000,N,,,,,,,413.97,,,,,,,,,,,,,,,,,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
12812,C,5.99,5.99,207000.0,,360,0,360,359,88,88,1,34.0,763.0,,Y,P,SF,1,P,GA,0,25.0,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX00,N,,,,,,,,,,,,,,,,,,,,,,,1.0,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
999,R,6.125,6.125,290000.0,,360,2,358,356,80,80,2,47.0,765.0,774.0,N,P,PU,1,I,TX,19100,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX000000,N,,,,,,,853.07,,,,,,,,,,,,,,,,,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
389,B,6.999,6.999,219000.0,,360,1,359,359,75,75,1,39.0,676.0,,N,P,PU,1,I,TX,19100,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX000000,N,,,,,,,179.55,,,,,,,,,,,,,,,,,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
11599,R,6.99,6.99,276000.0,,360,2,358,358,95,95,1,41.0,775.0,,Y,P,SF,1,P,TX,19100,25.0,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX0000,N,,,,,,,227.59,,,,,,,,,,,,,,,,1.0,N,H,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
6426,C,6.875,6.875,230000.0,,360,1,359,359,78,95,1,43.0,707.0,,Y,P,SF,1,P,CT,35300,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX0000,N,,,,,,,293.23,,,,,,,,,,,,,,,,,N,F,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
1476,C,7.49,7.49,512000.0,,360,2,358,353,80,80,1,50.0,752.0,,N,R,PU,1,P,TX,0,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX000000,N,,,,,,,2209.13,,,,,,,,,,,,,,,,,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
2240,R,7.5,7.5,444000.0,,360,2,358,357,80,80,1,32.0,740.0,,Y,P,PU,1,P,TX,12420,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX000000,N,,,,,,,664.77,,,,,,,,,,,,,,,,,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
10578,R,7.125,7.125,88000.0,,180,3,177,177,70,70,1,45.0,804.0,,N,P,SF,3,I,NY,15380,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX0000,N,,,,,,,276.32,,,,,,,,,,,,,,,,,N,7,N,,,A,N,,,,,,,,,,,,,,7,N,,,7,,6.0
17921,R,7.125,7.125,150000.0,,360,-1,361,360,25,25,2,43.0,775.0,797.0,N,P,SF,1,P,MI,11460,,FRM,N,N,,,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX00,N,,,,,,,,,,,,,,,,,,,,,,,,N,7,N,,,W,N,,,,,,,,,,,,,,7,N,,,7,,6.0
